chr2	75669807	75670307
chr15	9060881	9061381
chr11	118518589	118519089
chr9	57408649	57409149
chr6	24615340	24615840
chr5	130633599	130634099
chr4	153320278	153320778
chr12	3371136	3371636
chr18	81285530	81286030
chr8	11498373	11498873
chr14	26329748	26330248
chrX	126284164	126284664
chr3	5111961	5112461
chr1	122966724	122967224
chr8	82342306	82342806
chr9	53484455	53484955
chr18	68098162	68098662
chr8	122846972	122847472
chr14	8786445	8786945
chr5	73212160	73212660
chr9	88223831	88224331
chr19	12549873	12550373
chr1	174443986	174444486
chr10	60239327	60239827
chr13	35997803	35998303
chr16	78376853	78377353
chr5	109144908	109145408
chr17	7740872	7741372
chr11	59043897	59044397
chr8	73905766	73906266
chr14	69794197	69794697
chr9	117357803	117358303
chr8	93396985	93397485
chr15	78594893	78595393
chr17	35183453	35183953
chr18	86518998	86519498
chr15	83002448	83002948
chr12	9337545	9338045
chr6	148924474	148924974
chr5	111268686	111269186
chr11	58773258	58773758
chr9	85643227	85643727
chr12	87425355	87425855
chr8	113336058	113336558
chr12	118313757	118314257
chr19	5846490	5846990
chr7	128808494	128808994
chr15	82899588	82900088
chr5	20878793	20879293
chr4	63064553	63065053
chr10	127962840	127963340
chr19	5491240	5491740
chr7	52898652	52899152
chr4	47313487	47313987
chr8	80110391	80110891
chr18	80348143	80348643
chr1	172077683	172078183
chr1	169324179	169324679
chrX	103123617	103124117
chr4	64989831	64990331
chr8	90536276	90536776
chr1	109385209	109385709
chr15	74787020	74787520
chr8	114718500	114719000
chrX	160346735	160347235
chrX	71160174	71160674
chr11	119948047	119948547
chr6	92748313	92748813
chr1	179187989	179188489
chr5	76756414	76756914
chr19	25073955	25074455
chr2	12845476	12845976
chr10	88370154	88370654
chr13	114673091	114673591
chrX	93163843	93164343
chr7	53419356	53419856
chr15	38448902	38449402
chr18	80854400	80854900
chr9	45959608	45960108
chr1	78231521	78232021
chr16	38952279	38952779
chr7	142907368	142907868
chr5	130384192	130384692
chr18	81408556	81409056
chr1	89918762	89919262
chr8	27825637	27826137
chr8	128509718	128510218
chr7	137943379	137943879
chr15	85862474	85862974
chr16	85072879	85073379
chr2	140104842	140105342
chr7	149739130	149739630
chr1	97561711	97562211
chr7	152469658	152470158
chr12	102320726	102321226
chr18	53427306	53427806
chr19	37629694	37630194
chr7	150353835	150354335
chr10	57728487	57728987
chr2	27065132	27065632
chr7	3443327	3443827
chr9	22151321	22151821
chr7	152028224	152028724
chr8	36561430	36561930
chr5	34279009	34279509
chr9	25821869	25822369
chr1	20810155	20810655
chr5	114442305	114442805
chr8	73197348	73197848
chr6	113607980	113608480
chr5	149552351	149552851
chr2	25430018	25430518
chr10	117856022	117856522
chr10	79791775	79792275
chr4	32332098	32332598
chr3	133529024	133529524
chr3	141441427	141441927
chr1	153857296	153857796
chr5	109099548	109100048
chr16	21977463	21977963
chr7	148285915	148286415
chr8	109087713	109088213
chr13	3803033	3803533
chr16	78428620	78429120
chr13	74907867	74908367
chr15	25827213	25827713
chr8	122770253	122770753
chr14	68932896	68933396
chr4	32326572	32327072
chr14	120930847	120931347
chr5	143897694	143898194
chr10	116446859	116447359
chr5	30208073	30208573
chr13	35057517	35058017
chr15	51618443	51618943
chr6	38501828	38502328
chr13	67985228	67985728
chr1	52857134	52857634
chr8	125417344	125417844
chr12	81361245	81361745
chr5	147762144	147762644
chr2	173062750	173063250
chr16	23988616	23989116
chr13	30390205	30390705
chr4	154864644	154865144
chr17	27486681	27487181
chr1	121951892	121952392
chr12	115661549	115662049
chr1	88421871	88422371
chr7	51078057	51078557
chr9	44143393	44143893
chr6	133780398	133780898
chr10	48487952	48488452
chr7	132786747	132787247
chr1	53880431	53880931
chr8	98687099	98687599
chr1	132994159	132994659
chr9	97556789	97557289
chr11	103561619	103562119
chr15	102993439	102993939
chr15	27936948	27937448
chr13	93300538	93301038
chr16	57031382	57031882
chr11	22752882	22753382
chr3	118918934	118919434
chr9	54556883	54557383
chr14	64585465	64585965
chr9	61550210	61550710
chr10	87883357	87883857
chr13	96989864	96990364
chr6	103122955	103123455
chr1	156946524	156947024
chr12	113443426	113443926
chr10	116568324	116568824
chr8	11003727	11004227
chr7	66049662	66050162
chr1	183790761	183791261
chr4	120696677	120697177
chr10	128372799	128373299
chr7	114514702	114515202
chr3	141477793	141478293
chrX	19941398	19941898
chr8	19070825	19071325
chr17	47668490	47668990
chr5	115985161	115985661
chr13	23662744	23663244
chr8	91121125	91121625
chr3	118805604	118806104
chr12	21977257	21977757
chr18	23557672	23558172
chr11	103827600	103828100
chr10	62684502	62685002
chr9	69837034	69837534
chr11	5855101	5855601
chr4	40191142	40191642
chr15	78565282	78565782
